Refererence set,Term,Preferred Term,Concept Id
Mål,Complies with exercise regime (finding),etterlever treningsprogram,1156279002
Mål,Adequate communication (finding),tilfredsstillande kommunikasjon,15981000202104
Mål,Demonstrates knowledge about prevention of constipation (finding),viser kunnskap om førebygging av obstipasjon,337401000202102
Mål,Adequate nervous system function (finding),tilfredsstillende funksjon i nervesystemet,278911000202100
Mål,Demonstrates knowledge of peritoneal dialysis (finding),viser kunnskap om peritonealdialyse,477651000202109
Mål,Able to mobilize (finding),i stand til mobilisering,302042005
Mål,Stable drug use (finding),stabil rusmiddelbruk,14961000202106
Mål,Reduced self-injurious behavior (finding),redusert selvskadingsatferd,15241000202104
Mål,Demonstrates knowledge of medication (finding),viser kunnskap om legemiddel,1144478004
Mål,Adequate orientation (finding),tilfredsstillende orienteringsevne,18061000202100
Mål,Satisfied with healthcare (finding),fornøyd med helsetjeneste,1156450006
Mål,Demonstrates knowledge of labor and delivery (finding),viser kunnskap om fødsel,1141651006
Mål,Able to balance (finding),i stand til å halda balansen,282298003
Mål,Able to perform mouthcare activities (finding),i stand til å utføre munnhygiene,289124000
Mål,Psychologically prepared to undergo surgery (finding),mentalt klar for operasjon,764815005
Mål,No cough (situation),ingen hoste,161922009
Mål,Decreased social isolation (finding),redusert sosial isolasjon,733817003
Mål,Able to self-administer medication (finding),i stand til å administrera lækjemiddel sjølv,579031000202106
Mål,Moderate suicide risk (finding),moderat sjølvmordsrisiko,394686003
Mål,Reduced intensity of suicidal thoughts (finding),redusert intensitet i selvmordstanker,517811000202108
Mål,Able to perform personal grooming activity (finding),i stand til å stelle seg,704441000
Mål,Accepts health care (finding),aksepterer nødvendig helsehjelp,13811000202103
Mål,No manic state (situation),ingen manisk tilstand,14861000202103
Mål,User controlled admission (finding),brukarstyrt innlegging,388001000202103
Mål,Able to demonstrate health literacy (finding),i stand til å visa helsekompetanse,871870009
Mål,Electrolytes within reference range (finding),normal elektrolyttbalanse,166685005
Mål,Normal cardiac output (finding),normalt minuttvolum,1148786006
Mål,Adequate wound perfusion (finding),tilfredsstillande sårperfusjon,9571000202108
Mål,Adequate spiritual status (finding),tilfredsstillende åndelig tilstand,278761000202100
Mål,Memory function adequate (finding),tilfredsstillende hukommelsesfunksjon,278731000202107
Mål,No significant drug interactions (finding),ingen signifikante legemiddelinteraksjoner,408358005
Mål,Adequate cardiac function (finding),tilfredsstillande hjartefunksjon,9491000202106
Mål,No withdrawal symptom (situation),ingen abstinenssymptom,12911000202101
Mål,Normal capillary filling (finding),normal kapillærfylling,45332005
Mål,Gastrointestinal tract normal (finding),normal gastrointestinaltraktus,300438007
Mål,Bowels: fully continent (finding),kontinent for avføring,24029004
Mål,Demonstrates knowledge of wound care (finding),viser kunnskap om sårbehandling,1141700007
Mål,Normal cardiac function (finding),normal hjartefunksjon,1148838007
Mål,Demonstrates knowledge of diagnostic testing (finding),viser kunnskap om diagnostisk test,1144885005
Mål,Not confused (finding),ingen forvirring,225439006
Mål,Neutral fluid balance (finding),væskebalanse innanfor normalområdet,278022001
Mål,Demonstrates knowledge of procedure (finding),viser kunnskap om prosedyre,1144886006
Mål,Increased ability to cope with compulsive behavior (finding),auka meistring av tvangsåtferd,477501000202109
Mål,Normal immune system function (finding),normalt immunforsvar,1148806002
Mål,Adequate micturition (finding),tilfredsstillande vasslating,278891000202103
Mål,Feeling comfortable (finding),føler seg komfortabel,1148784009
Mål,Family cared for (situation),pårørende ivaretatt,17471000202104
Mål,No postpartum complication (situation),ingen postpartum komplikasjon,10491000202101
Mål,Memory function normal (finding),normal hukommelsesfunksjon,247602005
Mål,Normal intracranial pressure adaptive capacity (finding),normal intrakraniell adaptiv kapasitet,1148839004
Mål,Adequate circadian rythm (finding),tilfredsstillende døgnrytme,517911000202104
Mål,No hospital acquired complication (situation),ingen sykehuservervet komplikasjon,1141721007
Mål,Sense of smell adequate (finding),tilfredsstillande luktesans,279101000202107
Mål,No tobacco abuse (situation),ikkje noko tobakkmisbruk,1149350001
Mål,Feeling safe (finding),opplever tryggleik,449892005
Mål,Reduced frequency of urinary tract infection (finding),redusert hyppigheit av urinvegsinfeksjon,287981000202104
Mål,Normal micturition (finding),normal vannlating,102834005
Mål,Decreased withdrawn behavior (finding),redusert tilbaketrekkingsåtferd,733816007
Mål,No poisoning (situation),inga forgifting,1157056004
Mål,Normal wound perfusion (finding),normal sårperfusjon,1137684004
Mål,No self mutilation (situation),ingen selvmutilering,1157029001
Mål,Able to balance activity and rest (finding),i stand til å balansera aktivitet og kvile,13241000202103
Mål,Good response to medication (finding),god legemiddelrespons,1137679005
Mål,Assessment of wound pain (procedure),vurdering av sårsmerter,387941000202102
Mål,Decreased nausea (finding),redusert kvalme,16161000202103
Mål,Does communicate needs and wishes (finding),kommuniserer behov og ønsker,288784001
Mål,Able to make decisions (finding),i stand til å ta avgjerder,719743007
Mål,At low risk for suicide (finding),låg sjølvmordsrisiko,394687007
Mål,Absence of signs and symptoms of electrical injury (situation),ingen tegn eller symptomer på elektrisk skade,397712006
Mål,Effective family coping behavior (finding),tilfredsstillande meistring hos pårørande,1141941008
Mål,Demonstrates knowledge of pain management (finding),viser kunnskap om smertebehandling,397724004
Mål,Adequate environmental safety (finding),tilfredsstillende miljøsikkerhet,9641000202101
Mål,No injury during transfer (situation),ingen forflyttingsskade,1149348009
Mål,Demonstrates knowledge of complementary therapy (finding),viser kunnskap om alternativ behandling,1231385002
Mål,Able to manage personal financial activities (finding),i stand til å handtera personleg økonomi,300682007
Mål,Has shown no side effects from medication (finding),ingen teikn til lækjemiddelbiverknader,408508002
Mål,Uterine contractions normal (finding),uteruskontraksjoner innenfor normalområdet,289738001
Mål,Improvement in level of self control (finding),bedret selvkontroll,1144883003
Mål,Optimal treatment of withdrawal symptoms (regime/therapy),optimal abstinensbehandling,507881000202102
Mål,No nausea (situation),ingen kvalme,162056003
Mål,Blood glucose within reference range (finding),normalt blodsukker,166921001
Mål,Accountability (procedure),ansvarleggjering,507861000202108
Mål,Normal endocrine system function (finding),normal endokrin funksjon,1148789004
Mål,Maintained cognition (finding),oppretthalden kognisjon,16191000202106
Mål,Not at risk of elopement from healthcare setting (situation),ingen risiko for rømming fra helsetjeneste,1157152000
Mål,Delivery normal (finding),normal forløsning,48782003
Mål,Able to be hopeful for future (finding),i stand til å ha von om framtida,719143004
Mål,Normal sexual function (finding),normal seksuell funksjon,11512006
Mål,Improved electrolyte balance (finding),bedret elektrolyttbalanse,6591000202104
Mål,Blood glucose level stable (finding),stabilt blodsukkernivå,588731000202107
Mål,Demonstrates adequate pain control (finding),viser tilfredsstillende smertekontroll,1156446004
Mål,Demonstrates knowledge of fall prevention (finding),viser kunnskap om fallforebygging,1141689001
Mål,Right to privacy maintained (finding),ivaretatt rett til privatliv,397644002
Mål,No dizziness (situation),inga svimmelheit,1141711004
Mål,Food security (finding),matsikkerheit,1078229009
Mål,Adequate liver function (finding),tilfredsstillende leverfunksjon,457611000202107
Mål,Cooperates with health care provider (finding),samarbeider med helsepersonell,397621000202104
Mål,Adequate immune system function (finding),tilfredsstillande immunforsvar,9861000202101
Mål,Adequate exchange of respiratory gases (finding),tilfredsstillende respiratorisk gassutveksling,278851000202108
Mål,Reduced unnecessary fasting (finding),redusert unødvendig faste,668251000202102
Mål,Improvement in nutritional status (finding),betra ernæringsstatus,1145522009
Mål,No indigestion (finding),ingen dyspepsi,162028008
Mål,No injuries apparent (finding),ingen synlige skader,224964008
Mål,Adequate state of mind (finding),tilfredsstillende sinnstilstand,279021000202100
Mål,Adequate sexual behavior (finding),tilfredsstillande seksuell åtferd,279001000202106
Mål,Sense of coping (finding),oppleving av meistring,477591000202100
Mål,Adequate thermoregulation (finding),tilfredsstillande temperaturregulering,279061000202105
Mål,Adequate respiratory system (finding),tilfredsstillende respirasjonssystem,278971000202107
Mål,Able to be aware of self (finding),i stand til sjølvinnsikt,716396004
Mål,Good recovery from sexual assault (finding),god bedringsprosess etter seksuelt overgrep,1144537004
Mål,Adequate endocrine system function (finding),tilfredsstillande endokrin funksjon,278841000202105
Mål,Adequate quality of skin (finding),tilfredsstillande hudkvalitet,12151000202100
Mål,Maintains self-control (finding),held på sjølvkontrollen,284475009
Mål,Adequate peripheral neurovascular function (finding),tilfredsstillende perifer nevrovaskulær funksjon,10331000202106
Mål,Able to manage medication regime using memory technique (finding),i stand til å håndtere legemiddelregime ved bruk av hukommelsesteknikk,1137421004
Mål,Sense of taste normal (finding),normal smakssans,299901006
Mål,Adequate respiratory function (finding),tilfredsstillende funksjon i respirasjonssystem,278961000202103
Mål,Adequate infant behavior (finding),tilfredsstillande spedbarnsåtferd,9511000202101
Mål,Reduction in number of falls (finding),redusert fallfrekvens,1144480005
Mål,No injury due to seizure (situation),ingen anfallsrelaterte skadar,367851000202108
Mål,Able to move in bed (finding),i stand til å bevega seg i seng,301681008
Mål,Effective continuity of care (finding),tilfredsstillende kontinuitet i helsehjelp,1217127002
Mål,Adequate condition in oral cavity (finding),tilfredsstillande tilstand i munnhole,11181000202104
Mål,Hearing improved (finding),bedret hørsel,251359002
Mål,Controlled bleeding (finding),kontrollert blødning,598001000202100
Mål,Weight maintenance regimen (finding),vektbevarande kosthald,33861001
Mål,Demonstrates knowledge of physical therapy (finding),viser kunnskap om fysioterapi,1157354009
Mål,Active range of joint movement adequate (finding),tilfredsstillande aktivt rørsleutslag,278671000202103
Mål,Adequate infant feeding (finding),tilfredsstillande eteåtferd hos spedbarn,278871000202102
Mål,Cardiovascular status adequate (finding),tilfredsstillende kardiovaskulær status,278681000202101
Mål,Tolerating diet (finding),tåler forordnet diett,1144522003
Mål,Ready for surgery (finding),klar til operasjon,497551000202103
Mål,Cardiovascular system normal (finding),normalt kardiovaskulært system,301180005
Mål,Able to defecate (finding),i stand til å defekera,300375001
Mål,Euphoria absent (situation),ingen eufori,733827009
Mål,Family functions effectively (finding),velfungerende familie,1141649007
Mål,No hallucinations (situation),ingen hallusinasjonar,17141000202101
Mål,Normal intracranial pressure (finding),normalt intrakranielt trykk,271720007
Mål,Ready for enhanced parenting (finding),klar for bedret foreldreskap,426251001
Mål,Demonstrates knowledge of safety measure (finding),viser kunnskap om sikkerhetstiltak,1149390003
Mål,Reduced hemi-neglect (finding),redusert neglekt,10121000202106
Mål,Normal breastfeeding (finding),tilfredsstillende amming,69840006
Mål,Serum bilirubin within reference range (finding),serumbilirubin innenfor referanseområde,166611006
Mål,Uses contraception (finding),bruker prevensjon,13197004
Mål,Complies with immunization regime (finding),etterlever vaksinasjonsprogram,1156284008
