Refererence set,Term,Preferred Term,Concept Id
Sykepleierdiagnoser,Irregular heart beat (finding),uregelmessige hjarteslag,361137007
Sykepleierdiagnoser,Health belief conflict (finding),konfliktfylt helseoppfatning,704299001
Sykepleierdiagnoser,Skin problem (finding),hudproblem,297982009
Sykepleierdiagnoser,At increased risk of spreading communicable disease (finding),risiko for å spre smitte,278461000202109
Sykepleierdiagnoser,Venous ulcer of lower limb (disorder),venøst sår på underekstremitet,1237116009
Sykepleierdiagnoser,At increased risk for nutritional problem (finding),risiko for ernæringsproblem,129689002
Sykepleierdiagnoser,School attendance poor (finding),lav skoledeltakelse,161133008
Sykepleierdiagnoser,At increased risk of hemorrhage (finding),risiko for blødning,704348005
Sykepleierdiagnoser,At increased risk for unstable blood glucose level (finding),risiko for ustabilt blodsukkernivå,424167000
Sykepleierdiagnoser,At increased risk of self-injurious behavior (finding),risiko for selvskadingsatferd,704357004
Sykepleierdiagnoser,Impaired cough strength (finding),nedsett hostekraft,388021000202109
Sykepleierdiagnoser,Medication side effects present (finding),lækjemiddelbiverknader til stades,401207004
Sykepleierdiagnoser,Excoriation of skin (disorder),ekskoriasjon,247444006
Sykepleierdiagnoser,Feels life is meaningless (finding),føler at livet er meningsløst,225472006
Sykepleierdiagnoser,Allergy to Hevea brasiliensis latex protein (finding),lateksallergi,1003755004
Sykepleierdiagnoser,Depressed mood with postpartum onset (finding),depressivt stemningsleie etter fødsel,704678007
Sykepleierdiagnoser,Tenderness of breast (finding),ømhet i bryst,55222007
Sykepleierdiagnoser,At increased risk for necrotizing enterocolitis in fetus OR newborn (finding),risiko for nekrotiserende enterokolitt hos foster eller nyfødt,14501000202100
Sykepleierdiagnoser,Physical injury due to physical abuse (disorder),fysisk skade som kjem av fysisk mishandling,706879004
Sykepleierdiagnoser,At increased risk for perioperative positioning injury (finding),risiko for perioperativ leiringsskade,129703005
Sykepleierdiagnoser,Complication of stoma (disorder),komplikasjon med stomi,8821000202101
Sykepleierdiagnoser,At increased risk for female infertility (finding),risiko for kvinneleg infertilitet,1269477001
Sykepleierdiagnoser,At increased risk for infection (finding),risiko for infeksjon,78648007
Sykepleierdiagnoser,Relationship problem (finding),relasjonsproblem,160822004
Sykepleierdiagnoser,Psychomotor agitation (finding),psykomotorisk agitasjon,47295007
Sykepleierdiagnoser,Dyspnea at rest (finding),kviledyspné,161941007
Sykepleierdiagnoser,Insufficient food supply (finding),utilstrekkeleg matforsyning,706875005
Sykepleierdiagnoser,Caregiver role strain (finding),belastande omsorgsgjevarrolle,129891007
Sykepleierdiagnoser,Psychotic disorder (disorder),psykotisk liding,69322001
Sykepleierdiagnoser,Electrolyte imbalance (disorder),forstyrrelse i elektrolyttbalanse,105593004
Sykepleierdiagnoser,Difficulty self monitoring disease (finding),vanskar med sjølvmonitorering av sjukdom,705049001
Sykepleierdiagnoser,Respiratory failure (disorder),respirasjonssvikt,409622000
Sykepleierdiagnoser,At increased risk for impaired parent to child or infant attachment (finding),risiko for svekket tilknytning mellom forelder og barn/spedbarn,129699007
Sykepleierdiagnoser,Impairment of integrity of oral mucous membrane (finding),svekket munnslimhinne,1217330004
Sykepleierdiagnoser,Low income (finding),låg inntekt,424860001
Sykepleierdiagnoser,Genuine stress incontinence (finding),stressinkontinens,22220005
Sykepleierdiagnoser,Environmental safety problem (finding),problem med miljøsikkerhet,704300009
Sykepleierdiagnoser,Disturbance of consciousness (finding),bevissthetsforstyrrelse,3006004
Sykepleierdiagnoser,At increased risk of syncope (finding),risiko for synkope,417531000202108
Sykepleierdiagnoser,Phantom pain (disorder),fantomsmerter,710110008
Sykepleierdiagnoser,Discomfort (finding),ubehag,247347003
Sykepleierdiagnoser,Deficient knowledge of sexual behavior (finding),mangelfull kunnskap om seksuell atferd,704379009
Sykepleierdiagnoser,At increased risk of complication of stoma (finding),risiko for stomikomplikasjon,704307007
Sykepleierdiagnoser,Disuse syndrome (finding),inaktivitetssyndrom,129892000
Sykepleierdiagnoser,Poor response to treatment (situation),dårlig respons på behandling,405786003
Sykepleierdiagnoser,At increased risk of medication side effect (finding),risiko for legemiddelbivirkning,704417003
Sykepleierdiagnoser,Difficulty managing exercise regime (finding),vansker med å utføre treningsopplegg,705021008
Sykepleierdiagnoser,Alteration in nutrition: less than body requirements (finding),lavere næringsinntak enn kroppen behøver,88202002
Sykepleierdiagnoser,At increased risk of drug abuse (finding),risiko for lækjemiddel- eller rusmisbruk,387431000202100
Sykepleierdiagnoser,Alteration in social interaction (finding),endra sosial interaksjon,129875009
Sykepleierdiagnoser,At increased risk of neglect by others (finding),risiko for å bli utsett for omsorgssvikt,417716002
Sykepleierdiagnoser,Inadequate pain control (finding),utilstrekkeleg smertekontroll,704675005
Sykepleierdiagnoser,Difficulty managing dietary regimen (finding),vanskar med å handtera kostregime,705051002
Sykepleierdiagnoser,Terminal illness (finding),uhelbredelig sykdom,300936002
Sykepleierdiagnoser,Difficulty coping (finding),mestringsvansker,18232000
Sykepleierdiagnoser,Milk engorgement of breast (disorder),brystspreng,237355007
Sykepleierdiagnoser,At increased risk for latex allergy response (finding),risiko for lateksallergi,129696000
Sykepleierdiagnoser,Difficulty performing dressing activity (finding),vansker med på- og avkledning,284972002
Sykepleierdiagnoser,At increased risk of general health deterioration (finding),risiko for forverring av generell helsetilstand,508011000202100
Sykepleierdiagnoser,In need of healthcare knowledge (finding),behov for helsekunnskap,588771000202109
Sykepleierdiagnoser,Need for individualized care (finding),behov for individualisert pleie,387951000202104
Sykepleierdiagnoser,Bereavement (finding),sorg,74506000
Sykepleierdiagnoser,Hypervolemia (finding),hypervolemi,21639008
Sykepleierdiagnoser,At increased risk for disproportionate growth (finding),risiko for uproporsjonal vekst,129705003
Sykepleierdiagnoser,Hematemesis (disorder),hematemese,8765009
Sykepleierdiagnoser,Fluid volume disorder (disorder),forstyrrelse i væskebalanse,1860003
Sykepleierdiagnoser,Injury of urinary tract proper (disorder),urinvegsskade,262890007
Sykepleierdiagnoser,Endocrine system alteration (finding),endring i det endokrine systemet,130994002
Sykepleierdiagnoser,Relocation stress syndrome (finding),stresslidelse ved omplassering,1137675004
Sykepleierdiagnoser,Fatigue associated with malignant neoplastic disease (finding),kreftrelatert fatigue,716749005
Sykepleierdiagnoser,Fasting (finding),fastende,16985007
Sykepleierdiagnoser,Altered mental status (finding),endret mental status,419284004
Sykepleierdiagnoser,At increased risk of paralysis (finding),risiko for paralyse,14631000202109
Sykepleierdiagnoser,Reflex incontinence of urine (finding),refleksinkontinens,90987003
Sykepleierdiagnoser,Ulcer of foot due to diabetes mellitus (disorder),diabetisk fotsår,371087003
Sykepleierdiagnoser,Acute health crisis (finding),akutt helsekrise,705016005
Sykepleierdiagnoser,Interpreter needed (finding),behov for tolk,315594003
Sykepleierdiagnoser,Stress overload (finding),overbelastende stress,424582000
Sykepleierdiagnoser,Impaired urinary system function (finding),nedsett funksjon i urinvegane,1156448003
Sykepleierdiagnoser,At increased risk for loneliness (finding),risiko for ensomhet,129698004
Sykepleierdiagnoser,Noncompliance with therapeutic regimen (finding),etterlever ikke behandlingsregime,129836000
Sykepleierdiagnoser,Deficient knowledge of dietary regimen (finding),mangelfull kunnskap om kostholdsregime,129863004
Sykepleierdiagnoser,Altered thought processes (finding),endra tankeprosess,78633001
Sykepleierdiagnoser,Uterine contractions problem (finding),problem med uteruskontraksjoner,289739009
Sykepleierdiagnoser,Traumatic or non-traumatic injury (disorder),fysisk skade,417163006
Sykepleierdiagnoser,Deficient knowledge of complementary therapy (finding),mangelfull kunnskap om alternativ behandling,1231386001
Sykepleierdiagnoser,Impaired wheelchair mobility (finding),nedsatt rullestolmobilitet,129857008
Sykepleierdiagnoser,Lymphedema (disorder),lymfødem,234097001
Sykepleierdiagnoser,At increased risk for peripheral neurovascular dysfunction (finding),risiko for perifer nevrovaskulær dysfunksjon,129702000
Sykepleierdiagnoser,Body temperature above reference range (finding),kroppstemperatur over normalområdet,50177009
Sykepleierdiagnoser,Venous ulcer of lower leg (disorder),venøst leggsår,1237117000
Sykepleierdiagnoser,At increased risk of impaired ability to communicate (finding),risiko for svekt kommunikasjonsevne,12871000202103
Sykepleierdiagnoser,Deficient knowledge of infant care (finding),mangelfull kunnskap om spedbarnsomsorg,713449000
Sykepleierdiagnoser,Visual alteration (finding),synsendring,131182003
Sykepleierdiagnoser,At increased risk for postpartum disorder (finding),risiko for sykdom i barseltid,1269562006
Sykepleierdiagnoser,At increased risk of impaired psychological state (finding),risiko for redusert psykisk tilstand,714660005
Sykepleierdiagnoser,At increased risk of radiation injury (finding),risiko for stråleskade,714657003
Sykepleierdiagnoser,Transfer injury (disorder),forflytningsskade,706889000
Sykepleierdiagnoser,Sense of smell altered (finding),endret luktesans,112105008
Sykepleierdiagnoser,Impairment of newborn development (finding),nedsett utvikling hos nyfødd,704371007
Sykepleierdiagnoser,Emotional problems (finding),emosjonelle problemer,386816005
Sykepleierdiagnoser,Retention of urine (disorder),urinretensjon,267064002
Sykepleierdiagnoser,Suicidal thoughts (finding),selvmordstanker,6471006
Sykepleierdiagnoser,Venous stasis (finding),venestase,71897006
Sykepleierdiagnoser,Conflicting attitude towards dietary regime (finding),motstridende holdning til kostholdsregime,704343001
Sykepleierdiagnoser,Physical health problem (finding),problem med fysisk helse,413320001
Sykepleierdiagnoser,Impaired spontaneous ventilation (finding),nedsatt spontan ventilasjon,129895003
Sykepleierdiagnoser,Walking disability (finding),nedsett gangfunksjon,228158008
Sykepleierdiagnoser,At increased risk of sleep impairment (finding),risiko for søvnproblem,704414005
Sykepleierdiagnoser,At increased risk of conflict between religious belief and healthcare recommendation (finding),risiko for konflikt mellom religiøs tru og tilråding frå helsevesen,704367009
Sykepleierdiagnoser,At increased risk for environmental contamination (finding),risiko for kontaminasjon fra miljø,423949003
Sykepleierdiagnoser,Urinary incontinence (finding),urininkontinens,165232002
Sykepleierdiagnoser,Diarrhea (finding),diaré,62315008
Sykepleierdiagnoser,Fecal impaction (disorder),fekalom,44635007
Sykepleierdiagnoser,Intestinal stoma (morphologic abnormality),intestinal stomi,281600005
Sykepleierdiagnoser,Unrealistic expectation from treatment (finding),urealistiske forventninger til behandling,110477003
Sykepleierdiagnoser,Allergic disposition (finding),allergi,609328004
Sykepleierdiagnoser,Melena (disorder),melena,2901004
Sykepleierdiagnoser,Aggressive behavior (finding),aggressiv atferd,61372001
Sykepleierdiagnoser,Hearing problem (finding),hørselsproblem,300228004
Sykepleierdiagnoser,Deficient knowledge of pregnancy (finding),mangelfull kunnskap om svangerskap,714670007
Sykepleierdiagnoser,At increased risk of paresis (finding),risiko for parese,14621000202107
Sykepleierdiagnoser,Deficient knowledge of breastfeeding (finding),mangelfull kunnskap om amming,704375003
Sykepleierdiagnoser,Disturbance of attention (finding),oppmerksomhetsforstyrrelse,76039005
Sykepleierdiagnoser,Conflicting attitude towards exercise (finding),motstridande haldning til trening,704342006
Sykepleierdiagnoser,At increased risk of dysfunctional family grieving (finding),risiko for dysfunksjonell sorg hos pårørande,704674009
Sykepleierdiagnoser,Excessive activity level (finding),problematisk høyt aktivitetsnivå,15401000202103
Sykepleierdiagnoser,Allergic disorder (disorder),allergisk sykdom,781474001
Sykepleierdiagnoser,At increased risk of impaired cardiac function (finding),risiko for svekket hjertefunksjon,704298009
Sykepleierdiagnoser,Decreased intracranial pressure adaptive capacity (finding),redusert intrakraniell adaptiv kapasitet,130993008
Sykepleierdiagnoser,Conflicting attitude towards medication management (finding),motstridande haldning til lækjemiddelhandtering,704341004
Sykepleierdiagnoser,At increased risk of being underweight (finding),risiko for undervekt,1144779008
Sykepleierdiagnoser,Deficient knowledge of fluid regimen (finding),mangelfull kunnskap om væskeregime,1217126006
Sykepleierdiagnoser,Incontinence of feces (finding),avføringsinkontinens,72042002
Sykepleierdiagnoser,Withdrawn behavior (finding),tilbaketrukket atferd,276249004
Sykepleierdiagnoser,Disorder related to transplantation (disorder),liding knytt til transplantasjon,429054002
Sykepleierdiagnoser,Random blood glucose outside reference range (finding),blodsukker utanfor referanseområdet ved tilfeldig måling,442545002
Sykepleierdiagnoser,Weight increased (finding),vektauke,262286000
Sykepleierdiagnoser,Poor self-image (finding),dårleg sjølvbilete,225508006
Sykepleierdiagnoser,Feeling agitated (finding),føler seg agitert,24199005
Sykepleierdiagnoser,Difficulty demonstrating health literacy (finding),vanskar med å visa helsekompetanse,871869008
Sykepleierdiagnoser,Poor venous access (finding),vanskeleg venøs tilgang,301179007
Sykepleierdiagnoser,At increased risk of negative response to nurse controlled analgesia (finding),risiko for negativ respons på sjukepleiestyrt analgesi,704676006
Sykepleierdiagnoser,Total urinary incontinence (finding),total urininkontinens,129853007
Sykepleierdiagnoser,Ineffective family therapeutic regimen management (finding),ineffektiv håndtering av familieterapeutisk behandlingsregime,129828009
Sykepleierdiagnoser,Delayed surgical recovery (finding),forseinka postoperativ recovery,129821003
Sykepleierdiagnoser,Care of child as next of kin (situation),ivareta barn som pårørende,77151000202109
Sykepleierdiagnoser,Lack of psychological resilience (finding),manglende psykologisk resiliens,733904000
Sykepleierdiagnoser,Impairment of peripheral tissue perfusion (finding),nedsett perifer vevsperfusjon,704449003
Sykepleierdiagnoser,Lack of pride (finding),manglende stolthet,704374004
Sykepleierdiagnoser,Apprehension (finding),engstelse,49971008
Sykepleierdiagnoser,Stigma (finding),stigma,9097005
Sykepleierdiagnoser,Denial - mental defense mechanism (finding),fornekting,78222005
Sykepleierdiagnoser,Chronic fever (finding),kronisk feber,704425001
Sykepleierdiagnoser,Need for medication dosage tapering (finding),behov for medikamentnedtrapping,557661000202104
Sykepleierdiagnoser,Delayed physical recovery (finding),forseinka fysisk recovery,704657009
Sykepleierdiagnoser,Impaired oral health (finding),svekket munnhelse,497721000202103
Sykepleierdiagnoser,At increased risk of hyperthermia (finding),risiko for hypertermi,704362003
Sykepleierdiagnoser,Apnea (finding),apné,1023001
Sykepleierdiagnoser,Difficulty managing incontinence appliance (finding),vansker med å håndtere inkontinensutstyr,705053004
Sykepleierdiagnoser,Disorder of cardiac function (disorder),forstyrrelse i hjertefunksjon,105981003
Sykepleierdiagnoser,Ineffective therapeutic regimen management (finding),ineffektiv håndtering av behandlingsregime,129827004
Sykepleierdiagnoser,Deficient knowledge of disease process (finding),mangelfull kunnskap om sykdomsprosess,129864005
Sykepleierdiagnoser,Alteration in bowel elimination (finding),endring i defekasjon,129851009
Sykepleierdiagnoser,Sleep deprivation (finding),søvnmangel,130989002
Sykepleierdiagnoser,At increased risk of confusion (finding),risiko for forvirring,706880001
Sykepleierdiagnoser,Impairment of acceptance of health status (finding),vanskar med å akseptera helsetilstand,705017001
Sykepleierdiagnoser,At increased risk for caregiver role strain (finding),risiko for belastande omsorgsgjevarrolle,129700008
Sykepleierdiagnoser,At increased risk of impaired child development (finding),risiko for forseinka utvikling hos barn,704350002
Sykepleierdiagnoser,Feeling despair (finding),kjenner seg fortvila,17029006
Sykepleierdiagnoser,Poisoning (disorder),forgiftning,75478009
Sykepleierdiagnoser,Cramp (finding),kramper,55300003
Sykepleierdiagnoser,Hypoglycemia (disorder),hypoglykemi,302866003
Sykepleierdiagnoser,Burn (disorder),brannskade,125666000
Sykepleierdiagnoser,Difficulty in coping in new situations (finding),vanskar med å meistra nye situasjonar,1144750001
Sykepleierdiagnoser,Religious belief and healthcare recommendation conflict (finding),konflikt mellom religiøs tru og tilråding frå helsevesen,714668003
Sykepleierdiagnoser,Cough (finding),hoste,49727002
Sykepleierdiagnoser,Respiratory alteration (finding),endret respirasjon,129893005
Sykepleierdiagnoser,Hallucinations (finding),hallusinasjoner,7011001
Sykepleierdiagnoser,Illiteracy (finding),analfabetisme,161112004
Sykepleierdiagnoser,Dysfunctional family due to alcoholism (finding),alkoholrelatert dysfunksjon i familie,129878006
Sykepleierdiagnoser,At increased risk of disturbance of consciousness (finding),risiko for medvitsforstyrring,14891000202106
Sykepleierdiagnoser,At increased risk for activity intolerance (finding),risiko for aktivitetsintoleranse,80601004
Sykepleierdiagnoser,Victim of elder abuse (finding),utsatt for overgrep som eldre,706872008
Sykepleierdiagnoser,Equipment problem (finding),problem med utstyr,405651005
Sykepleierdiagnoser,Urinary tract infectious disease (disorder),urinvegsinfeksjon,68566005
Sykepleierdiagnoser,Impairment of psychological status (finding),svekt psykisk status,704488001
Sykepleierdiagnoser,Surgical wound (morphologic abnormality),operasjonssår,112633009
Sykepleierdiagnoser,Environment contains biological hazards (finding),omgivelser inneholder biologisk fare,422935003
Sykepleierdiagnoser,Employment problem (finding),vansker med arbeid,75148009
Sykepleierdiagnoser,Musculoskeletal alteration (finding),endra funksjon i muskel- og skjelettsystem,129890008
Sykepleierdiagnoser,Difficulty managing urinary catheter (finding),vanskar med å handtera urinkateter,704486002
Sykepleierdiagnoser,Denial about illness severity (finding),fornektelse av sykdommens alvorlighetsgrad,713460009
Sykepleierdiagnoser,At increased risk of complication during pregnancy (finding),risiko for svangerskapskomplikasjon,277321000202105
Sykepleierdiagnoser,At increased risk of decreased renal function (finding),risiko for nedsett nyrefunksjon,417471000202109
Sykepleierdiagnoser,Dizziness (finding),svimmelhet,404640003
Sykepleierdiagnoser,Tactile alteration (finding),endret følesans,130984007
Sykepleierdiagnoser,Inadequate healthcare provision (finding),mangelfull helsehjelp,423797009
Sykepleierdiagnoser,Falls (finding),faller,161898004
Intervensjoner,Administration of analgesic via epidural route (procedure),epidural administrasjon av smertestillande,637961000202104
Intervensjoner,Wandering control assessment (procedure),vurdering av kontrolltiltak ved vandring,408896001
Intervensjoner,Implementation of latex allergy precautions (procedure),førebygging av lateksallergi,372037007
Intervensjoner,Facilitation of drug abuse recovery (procedure),tilrettelegging for recovery etter rusmisbruk,711116007
Intervensjoner,Spiritual support (regime/therapy),åndelig støtte,386444001
Intervensjoner,Respiratory therapy (procedure),respirasjonsbehandling,53950000
Intervensjoner,Case management (procedure),koordinering av helse- og sosialtenester,386230005
Intervensjoner,Liaising with prescribing provider to initiate nurse controlled analgesia (procedure),samarbeid med rekvirerande helsepersonell om oppstart av sjukepleiestyrt anelgesi,711044006
Intervensjoner,Measurement of chest circumference (procedure),måling av brystomkrets,711007006
Intervensjoner,Assessment of knowledge of physical therapy (procedure),vurdering av kunnskap om fysioterapi,709486004
Intervensjoner,Management of peritoneal dialysis (procedure),handtering av peritonealdialyse,710071003
Intervensjoner,Visitation facilitation (procedure),tilrettelegging for besøk,386494000
Intervensjoner,Education about everyday coping (procedure),undervisning om hverdagsmestring,507851000202105
Intervensjoner,Bathing patient (procedure),vasking av pasient,60369001
Intervensjoner,Enteral feeding (regime/therapy),enteral ernæring,229912004
Intervensjoner,Evaluation of need for intermittent compression therapy (procedure),vurdering av behov for intermitterande kompresjonsbehandling,278151000202104
Intervensjoner,Physiological monitoring regime (regime/therapy),fysiologisk overvåking,281691001
Intervensjoner,Interdisciplinary cooperation (procedure),tverrfagleg samarbeid,18211000202106
Intervensjoner,Assessment of catheter entry site (procedure),vurdering av innstikkstad for kateter,444713005
Intervensjoner,Stress control education (procedure),undervisning om stresshandtering,410103006
Intervensjoner,Ear care education (procedure),undervisning om øyrestell,385899006
Intervensjoner,Family planning education (procedure),undervisning om familieplanlegging,397619005
Intervensjoner,Administration of drug or medicament via ophthalmic route (procedure),administrasjon av legemiddel i øye,386353009
Intervensjoner,Identification of altered perception (procedure),avklaring av endret persepsjon,711024000
Intervensjoner,Growth/development surveillance (regime/therapy),overvåking av vekst og utvikling,410390008
Intervensjoner,Chest drain care management (procedure),handtering av stell av thoraxdren,715592005
Intervensjoner,Facilitation according to age and developement (regime/therapy),tilrettelegging etter alder og utvikling,627821000202100
Intervensjoner,Education about immunization (procedure),undervisning om vaksinasjon,171044003
Intervensjoner,Promoting satisfactory residence and accommodation circumstances (procedure),fremming av tilfredsstillende boforhold,15431000202106
Intervensjoner,Monitoring for child abuse (regime/therapy),overvaking mot barnemishandling,710998001
Intervensjoner,Monitoring activity tolerance (regime/therapy),overvåking av aktivitetstoleranse,711004004
Intervensjoner,Education about head lice infestation (procedure),undervisning om hodelus,710720008
Intervensjoner,Assessment of skin integrity (procedure),vurdering av hudintegritet,711041003
Intervensjoner,Lab findings surveillance (regime/therapy),overvåking av laboratoriesvar,410394004
Intervensjoner,Preoperative preparation of skin (procedure),preoperativ førebuing av hud,28792004
Intervensjoner,Hemodialysis education (procedure),undervisning om hemodialyse,28812006
Intervensjoner,Education about use of covering device (procedure),opplæring i bruk av tildekningsutstyr,710895002
Intervensjoner,Education about increasing activity tolerance (procedure),undervisning om å øke aktivitetstoleranse,710883002
Intervensjoner,Recommendation to rest (procedure),tilråding om kvile,183051005
Intervensjoner,Nausea care assessment (procedure),vurdering av kvalmebehandling,408880004
Intervensjoner,Liaising with health care provider on medication reconciliation (procedure),samarbeid med helsepersonell om lækjemiddelsamstemming,1153512009
Intervensjoner,Nausea care (regime/therapy),kvalmebehandling,386368005
Intervensjoner,Education about bowel elimination (procedure),undervisning om eliminasjon av avføring,1153558005
Intervensjoner,Housing assessment (procedure),vurdering av bolig,225340009
Intervensjoner,Ultrasonography of urinary bladder (procedure),ultralyd av urinblære,169251004
Intervensjoner,Weight monitoring (regime/therapy),overvaking av vekt,307818003
Intervensjoner,Evaluation of specimen care management (procedure),evaluering av rutine for handtering av prøvemateriale,711123008
Intervensjoner,Management of targeted medicinal cancer treatment (procedure),håndtering av målrettet medikamentell kreftbehandling,347361000202107
Intervensjoner,Gastric retention care (regime/therapy),pleie ved ventrikkelretensjon,497581000202106
Intervensjoner,Ankle brachial pressure index (procedure),måling av ankel-arm-indeks,401221002
Intervensjoner,Procedure specific positioning (procedure),prosedyrespesifikk leiring,371735007
Intervensjoner,Contracting for positive behavior (procedure),avtale om positiv åtferd,710454008
Intervensjoner,Assessment of eating and drinking behavior (procedure),vurdering av spise- og drikkeatferd,710848001
Intervensjoner,Assessment of aspirate (procedure),vurdering av aspirat,14511000202103
Intervensjoner,Demonstrating medication administration (procedure),demonstrasjon av legemiddeladministrasjon,710574004
Intervensjoner,Mood management (procedure),håndtering av stemningsleie,386366009
Intervensjoner,Screening of infant prior to discharge (procedure),nyfødtundersøkelse før utskrivning,710077004
Intervensjoner,Assessment of readiness for self-management (procedure),vurdering av om pasient er klar for eigenhandtering,733863009
Intervensjoner,Assessment of self image (procedure),vurdering av selvbilde,710558009
Intervensjoner,Assessment of mood (procedure),vurdering av stemningsleie,709488003
Intervensjoner,Advocating for breastfeeding (procedure),fremjing av amming,710952002
Intervensjoner,Administration of multimodal analgesia (procedure),administrasjon av multimodal analgesi,477541000202107
Intervensjoner,Contracting for adherence (procedure),avtale om etterlevelse,711031001
Intervensjoner,Pre-operative assessment of skin integrity (procedure),preoperativ vurdering av hudintegritet,710556008
Intervensjoner,Catheterization (procedure),kateterisering,45211000
Intervensjoner,Education about safe storage and management of medication (procedure),undervisning om sikker lagring og håndtering av legemidler,698530005
Intervensjoner,Evaluation of decision-making capacity (procedure),vurdering av samtykkekompetanse,12121000202107
Intervensjoner,Discontinue life-prolonging treatment (procedure),avvikling av livsforlengjande behandling,68061000202104
Intervensjoner,Promotion of child development (procedure),fremjing av barns utvikling,710143007
Intervensjoner,Maintenance of invasive device (procedure),stell av invasivt utstyr,370771002
Intervensjoner,Support of spiritual ritual (regime/therapy),støtte til åndelig ritual,710821002
Intervensjoner,Dressing change education (procedure),opplæring i å skifte sårbandasje,385948000
Intervensjoner,Psychoeducation (procedure),psykoedukasjon,702545008
Intervensjoner,Bedrest (regime/therapy),sengeleie,225316001
Intervensjoner,Assessment of risk for disease (procedure),vurdering av sjukdomsrisiko,709510001
Intervensjoner,Bereavement support (regime/therapy),støtte etter dødsfall,395076009
Intervensjoner,Urinary incontinence care management (procedure),håndtering av stell ved urininkontinens,408979003
Intervensjoner,Promotion of digestion (procedure),fordøyelsesfremmende tiltak,507531000202103
Intervensjoner,Giving encouragement to have positive body image (procedure),oppmuntring til positivt kroppsbilete,713104009
Intervensjoner,Assessment of self medication (procedure),vurdering av selvmedisinering,443693006
Intervensjoner,Blood pressure monitoring (regime/therapy),blodtrykksovervåking,135840009
Intervensjoner,Weight control education (procedure),undervisning om vektkontroll,410200000
Intervensjoner,Promotion of exclusive breastfeeding (procedure),fremjing av fullamming,710123001
Intervensjoner,Cataract care (regime/therapy),stell ved katarakt,385909000
Intervensjoner,"Respiratory assist, manual (procedure)",manuell ventilering,11140008
Intervensjoner,Fluid balance regulation management (procedure),handtering av regulering av væskebalanse,385747001
Intervensjoner,Assessment of tobacco use (procedure),vurdering av tobakksbruk,711013002
Intervensjoner,"Monitoring of blood pressure, temperature, pulse rate and respiratory rate (regime/therapy)",overvåking av vitale tegn,304495004
Intervensjoner,Assessment of edema (procedure),vurdering av ødem,297371000202101
Intervensjoner,Establishment of personal safety (procedure),etablering av tryggleik,12191000202105
Intervensjoner,Evaluation of psychosocial response to instruction about wound treatment (procedure),vurdering av psykososial respons på opplæring om sårbehandling,710217001
Intervensjoner,Referral to housing service (procedure),tilvising til bustadteneste,710911006
Intervensjoner,Evaluation of psychosocial response to instruction about nutrition (procedure),evaluering av psykososial respons på ernæringsinstruks,710215009
Intervensjoner,Counseling about fear (procedure),rådgivning om frykt,710199005
Intervensjoner,Informing health care professional of arterial blood gas test result (procedure),informasjon til helsepersonell om resultat av arteriell blodgassprøve,711109006
Intervensjoner,Genetic counseling (procedure),genetisk veiledning,79841006
Intervensjoner,Promotion of use of eye glasses (procedure),fremming av brillebruk,710126009
Intervensjoner,Assessment of caregiver knowledge (situation),vurdering av kunnskap hos omsorgsgjevar,710840008
Intervensjoner,Family education about treatment regime (situation),pårørendeundervisning om behandlingsregime,709269007
Intervensjoner,Ensuring alarm system available (procedure),sørge for tilgjengelig alarmsystem,588701000202104
Intervensjoner,Family education about delirium (situation),pårørendeundervisning om delirium,710744005
Intervensjoner,Promotion of adherence to exercise regime (procedure),fremming av etterlevelse av treningsprogram,710138000
Intervensjoner,Observation of behavior (regime/therapy),observasjon av atferd,225404006
Intervensjoner,Infertility education (procedure),undervisning om infertilitet,386301001
Intervensjoner,Assessment of continence of urinary bladder (procedure),vurdering av urinkontinens,281047000
Intervensjoner,Ventilator care education (procedure),opplæring i vedlikehold av ventilator,410209004
Intervensjoner,Giving encouragement to wash self (procedure),oppmuntring til å vaska seg sjølv,18071000202109
Intervensjoner,Venipuncture (procedure),venepunksjon,22778000
Intervensjoner,Reinforcement of impulse control (procedure),forsterking av impulskontroll,711035005
Intervensjoner,Administration of antibiotic (procedure),administrasjon av antibiotikum,68322007
Intervensjoner,Assessment of compliance with therapeutic regimen (procedure),vurdering av etterleving av behandlingsregime,410128003
Intervensjoner,Tuberculosis screening (procedure),tuberkulosescreening,171126009
Intervensjoner,Neuropathy care (regime/therapy),pleie ved nevropati,497711000202106
Intervensjoner,Skin assessment (procedure),vurdering av hud,225397006
Intervensjoner,Skin care management (procedure),handtering av hudstell,228535001
Intervensjoner,Smoking cessation education (procedure),røykjesluttopplæring,225323000
Intervensjoner,"Assessment and interpretation of higher cerebral function, cognitive testing (procedure)",kognitiv testing og vurdering,113024001
Intervensjoner,Communication through lip-reading (procedure),kommunikasjon gjennom munnavlesing,507891000202100
Intervensjoner,Monitoring fall risk (regime/therapy),overvaking av fallrisiko,711002000
Intervensjoner,Education about managing fever (procedure),undervisning om feberhåndtering,710581006
Intervensjoner,Observation of clouded conciousness (regime/therapy),observasjon av forvirring,15551000202103
Intervensjoner,Disease management program (regime/therapy),program for sykdomshåndtering,401173007
Intervensjoner,Non-pharmaceutical pain relief (procedure),ikkje-medikamentell smertelindring,507721000202107
Intervensjoner,Implementation of seizure management regime (regime/therapy),iverksetjing av anfallshandtering,710768002
Intervensjoner,Support conversation (regime/therapy),støttesamtale,11041000202108
